ï»¿Customer_ID,Gender,Age,Age_Group,City,State,Registration_Date,Customer_Tier,Total_Orders,Total_Spent
CUST00000616,male,33,26-35,Dwarka,Delhi,2023-06-21,Platinum,5,248256.2
CUST00000617,male,20,18-25,Coimbatore,"Tamil Nadu",2023-09-08,Platinum,5,109398.75
CUST00000618,female,35,26-35,Thane,Maharashtra,2024-03-03,Platinum,8,146342.42
CUST00000619,male,33,26-35,Howrah,"West Bengal",2024-05-18,Platinum,4,304280.74
CUST00000620,male,37,36-45,Jalandhar,Punjab,2023-06-27,Platinum,2,145611.81
CUST00000621,male,29,26-35,Ludhiana,Punjab,2024-04-30,Gold,4,39945.59
CUST00000622,female,46,46-55,Howrah,"West Bengal",2024-05-15,Gold,6,28087.21
CUST00000623,male,42,36-45,Agra,UP,2024-03-12,Platinum,5,69561.85
CUST00000624,female,52,46-55,Gurugram,Haryana,2023-11-09,Platinum,4,50422.43
CUST00000625,female,32,26-35,Jalandhar,Punjab,2023-07-22,Platinum,6,122843.57
CUST00000626,male,43,36-45,Udaipur,Rajasthan,2023-07-13,Platinum,7,290902.49
CUST00000627,female,55,46-55,Gurugram,Haryana,2024-04-22,Gold,4,22263.86
CUST00000628,male,19,18-25,"Delhi NCR",Delhi,2023-12-12,Gold,2,30326.32
CUST00000629,male,20,18-25,Coimbatore,"Tamil Nadu",2024-01-26,Platinum,5,74661.14
CUST00000630,female,42,36-45,Noida,UP,2024-05-20,Platinum,7,174196.78
CUST00000631,female,33,26-35,Ludhiana,Punjab,2023-09-11,Platinum,2,51032.55
CUST00000632,female,23,18-25,Vadodara,Gujarat,2023-09-06,Platinum,6,109725.13
CUST00000633,male,45,36-45,Jalandhar,Punjab,2023-08-19,Platinum,5,372915.6
CUST00000634,male,55,46-55,Madurai,"Tamil Nadu",2024-05-26,Gold,2,24329.6
CUST00000635,female,34,26-35,Surat,Gujarat,2023-07-03,Silver,1,3103.1
CUST00000636,female,64,56-65,Sohna,Haryana,2024-05-29,Gold,5,25278.61
CUST00000637,male,28,26-35,Bangalore,Karnataka,2024-05-10,Silver,2,3931.26
CUST00000638,male,38,36-45,"New Delhi",Delhi,2024-04-27,Platinum,7,209091.08
CUST00000639,male,65,56-65,Dwarka,Delhi,2024-04-18,Platinum,8,58586.17
CUST00000640,female,25,18-25,Kota,Rajasthan,2023-10-04,Platinum,5,163055.04
CUST00000641,female,37,36-45,"Delhi NCR",Delhi,2023-08-07,Platinum,6,208985.52
CUST00000642,male,24,18-25,Mangalore,Karnataka,2024-02-16,Silver,3,12518.79
CUST00000643,female,18,18-25,Jaipur,Rajasthan,2024-04-27,Silver,1,10516.6
CUST00000644,male,34,26-35,Varanasi,UP,2024-03-30,Platinum,4,112118.89
CUST00000645,female,43,36-45,Patiala,Punjab,2023-10-14,Platinum,5,134792.32
CUST00000646,female,43,36-45,Kanpur,UP,2024-03-24,Platinum,5,143100.32
CUST00000647,male,42,36-45,Thane,Maharashtra,2023-10-09,Platinum,8,113396.07
CUST00000648,female,24,18-25,Durgapur,"West Bengal",2023-09-08,Platinum,5,589865.75
CUST00000649,female,31,26-35,Durgapur,"West Bengal",2023-12-12,Platinum,7,179678.23
CUST00000650,female,30,26-35,Ludhiana,Punjab,2024-05-18,Platinum,6,223079.12
CUST00000651,female,34,26-35,Varanasi,UP,2023-09-13,Platinum,10,249480.9
CUST00000652,female,42,36-45,Bangalore,Karnataka,2024-03-02,Platinum,5,160237.05
CUST00000653,female,32,26-35,Varanasi,UP,2023-11-26,Platinum,6,111909.55
CUST00000654,female,28,26-35,Mysore,Karnataka,2024-03-26,Platinum,8,225074.92
CUST00000655,female,65,56-65,Panipat,Haryana,2023-11-07,Gold,4,34660.48
CUST00000656,female,45,36-45,Vadodara,Gujarat,2023-08-05,Platinum,3,54826.44
CUST00000657,female,34,26-35,Jodhpur,Rajasthan,2024-04-29,Platinum,6,307653.39
CUST00000658,female,19,18-25,Mysore,Karnataka,2024-04-22,Platinum,6,68484.39
CUST00000659,female,44,36-45,Palwal,Haryana,2023-10-28,Platinum,5,72029.17
CUST00000660,male,37,36-45,Udaipur,Rajasthan,2023-07-28,Platinum,8,142770.15
CUST00000661,male,71,65+,"Delhi NCR",Delhi,2024-04-19,Gold,4,24905.58
CUST00000662,male,20,18-25,Palwal,Haryana,2024-02-29,Platinum,6,172062.67
CUST00000663,male,42,36-45,Panipat,Haryana,2023-09-11,Platinum,6,454713.65
CUST00000664,female,35,26-35,Rajkot,Gujarat,2024-03-10,Platinum,10,232177.59
CUST00000665,male,38,36-45,Jaipur,Rajasthan,2023-07-27,Platinum,7,151829.18
CUST00000666,female,40,36-45,Noida,UP,2023-10-17,Platinum,4,101796.45
CUST00000667,female,39,36-45,"Delhi NCR",Delhi,2023-09-18,Platinum,6,129152.77
CUST00000668,male,35,26-35,Kolkata,"West Bengal",2024-02-22,Platinum,7,133511.23
CUST00000669,male,39,36-45,Udaipur,Rajasthan,2023-10-07,Platinum,11,332318.26
CUST00000670,female,23,18-25,Durgapur,"West Bengal",2024-02-05,Platinum,6,94578.64
CUST00000671,female,22,18-25,Agra,UP,2023-10-19,Platinum,2,73583.79
CUST00000672,male,57,56-65,Vadodara,Gujarat,2023-06-02,Silver,9,15950.34
CUST00000673,male,46,46-55,Varanasi,UP,2024-03-29,Gold,6,36297.04
CUST00000674,female,45,36-45,Noida,UP,2024-01-02,Gold,5,28661.05
CUST00000675,female,36,36-45,Sohna,Haryana,2023-06-24,Silver,5,6327.42
CUST00000676,female,34,26-35,Lucknow,UP,2023-07-21,Platinum,6,298968.61
CUST00000677,female,21,18-25,Nagpur,Maharashtra,2024-03-20,Platinum,7,135906.33
CUST00000678,female,43,36-45,Mumbai,Maharashtra,2023-12-16,Platinum,5,231149.32
CUST00000679,male,43,36-45,Ahmedabad,Gujarat,2023-12-28,Platinum,5,88707.71
CUST00000680,male,53,46-55,Surat,Gujarat,2023-09-11,Silver,3,9545.3
CUST00000681,female,31,26-35,Coimbatore,"Tamil Nadu",2023-08-02,Platinum,2,60840.52
CUST00000682,female,51,46-55,Thane,Maharashtra,2024-03-14,Platinum,9,75316.93
CUST00000683,female,53,46-55,Madurai,"Tamil Nadu",2023-10-01,Silver,5,10999.37
CUST00000684,male,21,18-25,Jaipur,Rajasthan,2023-12-20,Platinum,4,99744.47
CUST00000685,female,24,18-25,Kolkata,"West Bengal",2023-10-26,Silver,3,1943.72
CUST00000686,female,21,18-25,Chennai,"Tamil Nadu",2024-01-19,Platinum,5,56663.14
CUST00000687,male,29,26-35,Nagpur,Maharashtra,2023-10-11,Platinum,5,168677.11
CUST00000688,male,18,18-25,Jodhpur,Rajasthan,2023-12-28,Silver,4,12694.54
CUST00000689,male,21,18-25,Ahmedabad,Gujarat,2023-08-30,Platinum,8,63768.28
CUST00000690,female,21,18-25,Mangalore,Karnataka,2023-08-03,Platinum,10,213135.98
CUST00000691,female,23,18-25,Ludhiana,Punjab,2024-04-08,Platinum,3,176939.55
CUST00000692,female,21,18-25,Faridabad,Haryana,2024-03-01,Gold,4,21518.99
CUST00000693,male,20,18-25,Patiala,Punjab,2023-08-25,Platinum,6,68775.49
CUST00000694,female,35,26-35,Mysore,Karnataka,2024-03-13,Platinum,5,83044.4
CUST00000695,male,42,36-45,Varanasi,UP,2024-04-25,Platinum,3,55716.82
CUST00000696,female,19,18-25,Pune,Maharashtra,2024-01-11,Silver,2,6907.48
CUST00000697,male,26,26-35,Dwarka,Delhi,2023-07-24,Platinum,9,236366.17
CUST00000698,male,35,26-35,Noida,UP,2024-03-30,Platinum,6,436883.1
CUST00000699,female,27,26-35,Kota,Rajasthan,2024-04-02,Platinum,5,310317.02
CUST00000700,female,53,46-55,Pune,Maharashtra,2023-11-07,Gold,4,32646.29
CUST00000701,female,23,18-25,Alwar,Rajasthan,2023-06-13,Platinum,6,220334.1
CUST00000702,female,21,18-25,Agra,UP,2024-04-28,Platinum,7,171106.15
CUST00000703,female,21,18-25,Kanpur,UP,2024-04-11,Platinum,8,253566.56
CUST00000704,female,33,26-35,Jalandhar,Punjab,2023-08-02,Silver,2,4716.37
CUST00000705,male,21,18-25,Surat,Gujarat,2023-06-30,Platinum,5,178149.34
CUST00000706,male,21,18-25,Lucknow,UP,2023-12-16,Platinum,6,353180.8
CUST00000707,female,66,65+,Gurugram,Haryana,2023-07-25,Gold,3,22890.26
CUST00000708,male,34,26-35,Lucknow,UP,2023-11-16,Silver,3,18441.58
CUST00000709,female,28,26-35,Noida,UP,2024-01-01,Silver,3,19372.12
CUST00000710,male,25,18-25,Howrah,"West Bengal",2023-07-26,Gold,5,46234.99
CUST00000711,male,32,26-35,Nagpur,Maharashtra,2023-10-04,Platinum,8,69948.23
CUST00000712,female,30,26-35,Alwar,Rajasthan,2023-10-19,Platinum,6,244221.39
CUST00000713,female,37,36-45,Mangalore,Karnataka,2023-09-15,Platinum,6,158439.76
CUST00000714,male,48,46-55,Lucknow,UP,2023-08-10,Gold,5,30692.08
CUST00000715,female,33,26-35,Mumbai,Maharashtra,2023-11-20,Platinum,4,89494.38
CUST00000716,female,25,18-25,Surat,Gujarat,2024-02-18,Platinum,3,76155.72
CUST00000717,male,19,18-25,Agra,UP,2024-03-03,Gold,6,24261.39
CUST00000718,female,31,26-35,Amritsar,Punjab,2023-06-30,Platinum,5,155210.32
CUST00000719,female,25,18-25,Agra,UP,2023-09-14,Silver,3,19725.76
CUST00000720,female,23,18-25,Agra,UP,2023-08-13,Platinum,8,329239.65
CUST00000721,male,20,18-25,Gurugram,Haryana,2023-09-23,Platinum,4,93084.05
CUST00000722,male,18,18-25,Rajkot,Gujarat,2023-08-17,Gold,5,41861.3
CUST00000723,male,35,26-35,Amritsar,Punjab,2023-12-08,Platinum,4,109399.98
CUST00000724,male,44,36-45,Ahmedabad,Gujarat,2023-06-13,Gold,5,29866.87
CUST00000725,male,31,26-35,Mysore,Karnataka,2023-12-31,Platinum,7,286336.76
CUST00000726,female,28,26-35,Sohna,Haryana,2023-11-22,Gold,3,34992.98
CUST00000727,female,26,26-35,Vadodara,Gujarat,2023-09-02,Platinum,5,77759.24
CUST00000728,male,58,56-65,Mysore,Karnataka,2023-08-22,Silver,3,4676.91
CUST00000729,female,33,26-35,Amritsar,Punjab,2023-07-02,Gold,6,38732.61
CUST00000730,male,35,26-35,Amritsar,Punjab,2023-07-06,Platinum,4,245065.64
CUST00000731,male,36,36-45,Surat,Gujarat,2024-02-18,Platinum,5,132434.12
CUST00000732,male,38,36-45,Patiala,Punjab,2024-05-01,Platinum,6,191003.53
CUST00000733,male,21,18-25,Lucknow,UP,2024-03-18,Silver,1,16224.36
CUST00000734,male,20,18-25,Nagpur,Maharashtra,2024-05-09,Gold,1,45247.77
CUST00000735,male,24,18-25,Jalandhar,Punjab,2023-08-27,Platinum,3,65526.96
CUST00000736,female,27,26-35,Faridabad,Haryana,2024-05-10,Platinum,8,249709.79
CUST00000737,male,20,18-25,Patiala,Punjab,2024-02-26,Gold,2,40326.91
CUST00000738,male,51,46-55,Madurai,"Tamil Nadu",2023-08-01,Silver,5,12682.55
CUST00000739,female,47,46-55,Agra,UP,2023-07-06,Silver,2,2071.82
CUST00000740,female,26,26-35,Mumbai,Maharashtra,2023-07-17,Platinum,5,166165.49
CUST00000741,male,29,26-35,Panipat,Haryana,2023-12-03,Gold,5,27942.87
CUST00000742,female,19,18-25,Surat,Gujarat,2024-01-06,Platinum,4,269368.37
CUST00000743,female,24,18-25,Jodhpur,Rajasthan,2024-02-08,Platinum,6,51888.32
CUST00000744,female,33,26-35,Gurugram,Haryana,2024-01-08,Platinum,8,113231.32
CUST00000745,female,18,18-25,Udaipur,Rajasthan,2024-01-02,Gold,6,34070.42
CUST00000746,female,34,26-35,Ludhiana,Punjab,2024-02-12,Platinum,9,294249.3
CUST00000747,female,32,26-35,Amritsar,Punjab,2023-09-23,Platinum,6,54790.57
CUST00000748,female,19,18-25,Palwal,Haryana,2023-07-02,Silver,2,2104.48
CUST00000749,male,64,56-65,Jalandhar,Punjab,2024-03-26,Platinum,6,95095.43
CUST00000750,female,18,18-25,Rajkot,Gujarat,2024-04-15,Platinum,6,87194.89
CUST00000751,male,43,36-45,Alwar,Rajasthan,2023-08-11,Platinum,5,189630.54
CUST00000752,male,34,26-35,Kolkata,"West Bengal",2023-11-14,Platinum,2,123814.94
CUST00000753,female,43,36-45,Mangalore,Karnataka,2024-02-08,Platinum,5,159291.4
CUST00000754,male,33,26-35,Sohna,Haryana,2024-04-07,Gold,4,44180.13
CUST00000755,female,57,56-65,Ludhiana,Punjab,2024-04-05,Silver,6,16331.81
CUST00000756,male,23,18-25,Rajkot,Gujarat,2024-01-14,Gold,6,28821.57
CUST00000757,male,24,18-25,Lucknow,UP,2023-08-17,Platinum,8,176466.32
CUST00000758,male,32,26-35,Chennai,"Tamil Nadu",2024-01-27,Gold,2,41074.06
CUST00000759,male,19,18-25,Panipat,Haryana,2023-08-05,Gold,5,39524.43
CUST00000760,female,41,36-45,Dwarka,Delhi,2023-12-22,Platinum,4,164412.75
CUST00000761,female,30,26-35,Kanpur,UP,2023-09-03,Platinum,7,253126.05
CUST00000762,female,31,26-35,Alwar,Rajasthan,2023-09-25,Gold,3,37834.38
CUST00000763,male,31,26-35,Surat,Gujarat,2024-05-12,Platinum,9,208438.31
CUST00000764,male,26,26-35,Faridabad,Haryana,2023-08-11,Platinum,5,106944.83
CUST00000765,male,71,65+,Ahmedabad,Gujarat,2023-07-25,Silver,9,18755.09
CUST00000766,female,45,36-45,Agra,UP,2024-03-29,Platinum,3,115367.74
CUST00000767,female,51,46-55,Varanasi,UP,2024-04-19,Platinum,8,138024.47
CUST00000768,female,41,36-45,Noida,UP,2023-11-15,Gold,5,32779.61
CUST00000769,female,46,46-55,Alwar,Rajasthan,2023-09-26,Silver,4,19495.3
CUST00000770,female,27,26-35,Kota,Rajasthan,2024-02-14,Gold,6,40757.46
CUST00000771,male,25,18-25,Thane,Maharashtra,2023-06-22,Platinum,11,421126.2
CUST00000772,male,32,26-35,Ludhiana,Punjab,2024-03-13,Platinum,5,101989.24
CUST00000773,female,61,56-65,Coimbatore,"Tamil Nadu",2024-04-05,Silver,2,16177.95
CUST00000774,male,43,36-45,Coimbatore,"Tamil Nadu",2024-05-30,Platinum,6,65678.82
CUST00000775,female,44,36-45,Agra,UP,2023-08-26,Platinum,4,57590.86
CUST00000776,female,22,18-25,Chennai,"Tamil Nadu",2023-06-03,Platinum,6,186156.87
CUST00000777,female,24,18-25,Madurai,"Tamil Nadu",2023-10-13,Gold,5,37093.04
CUST00000778,male,35,26-35,Vadodara,Gujarat,2023-09-28,Platinum,7,219262.65
CUST00000779,female,45,36-45,Palwal,Haryana,2023-09-17,Platinum,9,257284.97
CUST00000780,male,43,36-45,"Delhi NCR",Delhi,2024-02-14,Platinum,7,148321.04
CUST00000781,male,21,18-25,Mysore,Karnataka,2024-05-13,Silver,2,9285.31
CUST00000782,female,24,18-25,Kota,Rajasthan,2023-08-08,Platinum,5,191352.79
CUST00000783,male,34,26-35,Mumbai,Maharashtra,2023-11-05,Platinum,5,282835.24
CUST00000784,female,63,56-65,Kanpur,UP,2024-02-11,Gold,2,48492.77
CUST00000785,female,20,18-25,Gurugram,Haryana,2023-12-11,Platinum,8,198077.7
CUST00000786,male,34,26-35,Nagpur,Maharashtra,2024-03-29,Platinum,12,391049.92
CUST00000787,male,43,36-45,Kanpur,UP,2024-02-29,Silver,1,871.56
CUST00000788,female,34,26-35,"New Delhi",Delhi,2024-04-02,Platinum,5,142934.84
CUST00000789,female,34,26-35,Ahmedabad,Gujarat,2024-01-22,Platinum,4,188127.42
CUST00000790,female,25,18-25,Mysore,Karnataka,2023-11-03,Silver,2,2445.8
CUST00000791,female,60,56-65,Amritsar,Punjab,2023-08-03,Platinum,7,64053.11
CUST00000792,male,24,18-25,Ludhiana,Punjab,2023-09-12,Platinum,7,126183.97
CUST00000793,female,22,18-25,Varanasi,UP,2024-03-28,Platinum,5,69207.9
CUST00000794,male,21,18-25,Jalandhar,Punjab,2023-12-25,Platinum,7,152861.57
CUST00000795,male,26,26-35,Noida,UP,2023-11-06,Platinum,7,247297.66
CUST00000796,male,43,36-45,Varanasi,UP,2023-09-25,Platinum,6,308977.96
CUST00000797,female,27,26-35,Varanasi,UP,2024-04-01,Platinum,5,182667.53
CUST00000798,female,44,36-45,Patiala,Punjab,2024-01-19,Platinum,3,74095.91
CUST00000799,male,55,46-55,Chennai,"Tamil Nadu",2024-01-27,Silver,3,18559.72
CUST00000800,female,22,18-25,Chennai,"Tamil Nadu",2023-07-22,Silver,1,1449.5
CUST00000801,female,56,56-65,Chennai,"Tamil Nadu",2024-01-29,Silver,4,15775.35
CUST00000802,female,41,36-45,Faridabad,Haryana,2023-06-16,Gold,4,20032.95
CUST00000803,male,24,18-25,Noida,UP,2023-06-17,Platinum,5,156337.75
CUST00000804,male,33,26-35,Jaipur,Rajasthan,2023-09-20,Gold,2,34091.46
CUST00000805,female,32,26-35,Palwal,Haryana,2023-07-07,Silver,0,0
CUST00000806,female,30,26-35,Rajkot,Gujarat,2023-07-14,Gold,4,38206.79
CUST00000807,male,53,46-55,Rajkot,Gujarat,2024-03-26,Silver,2,4155.3
CUST00000808,female,43,36-45,Patiala,Punjab,2023-11-01,Platinum,4,139979.95
CUST00000809,male,27,26-35,Jalandhar,Punjab,2023-06-06,Gold,4,40428.77
CUST00000810,female,45,36-45,Durgapur,"West Bengal",2023-10-18,Platinum,4,97143.81
CUST00000811,female,32,26-35,Agra,UP,2023-07-04,Gold,3,45817.38
CUST00000812,male,57,56-65,"Delhi NCR",Delhi,2023-12-07,Silver,3,7355.43
CUST00000813,male,31,26-35,Palwal,Haryana,2024-04-23,Platinum,6,252430.49
CUST00000814,female,19,18-25,Noida,UP,2023-06-29,Gold,6,20122.78
CUST00000815,male,29,26-35,Howrah,"West Bengal",2023-10-01,Platinum,3,203269.85
CUST00000816,female,39,36-45,Ludhiana,Punjab,2024-05-24,Gold,6,30215.08
CUST00000817,male,23,18-25,Rajkot,Gujarat,2024-03-02,Gold,7,31079.31
CUST00000818,male,45,36-45,Jalandhar,Punjab,2023-07-31,Platinum,4,219924.64
CUST00000819,male,40,36-45,Udaipur,Rajasthan,2023-09-02,Platinum,4,109171.42
CUST00000820,male,24,18-25,Noida,UP,2024-05-04,Platinum,6,456134.81
CUST00000821,male,33,26-35,Lucknow,UP,2023-11-09,Platinum,6,162749.34
CUST00000822,female,61,56-65,Palwal,Haryana,2023-08-01,Silver,2,1677.12
CUST00000823,male,24,18-25,Noida,UP,2023-07-15,Platinum,7,99308.05
CUST00000824,male,28,26-35,Thane,Maharashtra,2023-12-18,Platinum,8,52151.21
CUST00000825,female,41,36-45,Ahmedabad,Gujarat,2023-11-05,Platinum,5,164439.47
CUST00000826,female,23,18-25,Coimbatore,"Tamil Nadu",2023-06-25,Platinum,9,183741.4
CUST00000827,male,48,46-55,"Delhi NCR",Delhi,2023-11-05,Silver,2,5319.44
CUST00000828,male,34,26-35,Kota,Rajasthan,2024-02-12,Platinum,6,115218.28
CUST00000829,female,33,26-35,Mumbai,Maharashtra,2024-03-27,Silver,2,12169.15
CUST00000830,female,23,18-25,Agra,UP,2024-01-05,Platinum,1,53264.74
CUST00000831,female,28,26-35,Coimbatore,"Tamil Nadu",2023-08-02,Platinum,5,112709.77
CUST00000832,female,44,36-45,Thane,Maharashtra,2024-02-22,Silver,1,2369.75
CUST00000833,female,43,36-45,Alwar,Rajasthan,2024-05-08,Gold,4,42313.64
CUST00000834,female,34,26-35,Lucknow,UP,2024-03-24,Platinum,4,175586.49
CUST00000835,female,33,26-35,Pune,Maharashtra,2023-09-13,Platinum,6,185192.16
CUST00000836,female,40,36-45,Patiala,Punjab,2023-10-21,Platinum,2,53031.13
CUST00000837,male,33,26-35,"Delhi NCR",Delhi,2024-04-21,Platinum,8,100959.47
CUST00000838,female,21,18-25,Howrah,"West Bengal",2024-03-20,Platinum,5,124250.55
CUST00000839,male,48,46-55,Varanasi,UP,2024-03-09,Platinum,9,85895.44
CUST00000840,male,52,46-55,Kota,Rajasthan,2023-07-12,Gold,2,36270.13
CUST00000841,female,30,26-35,Jodhpur,Rajasthan,2024-03-10,Gold,2,43652.28
CUST00000842,female,69,65+,Jodhpur,Rajasthan,2023-10-24,Gold,6,31699.62
CUST00000843,female,31,26-35,Kanpur,UP,2023-12-03,Platinum,1,51443.32
CUST00000844,male,39,36-45,Kanpur,UP,2023-09-25,Platinum,8,179174.45
CUST00000845,female,30,26-35,Thane,Maharashtra,2023-12-07,Platinum,7,203046.47
CUST00000846,female,63,56-65,Ludhiana,Punjab,2023-08-11,Gold,6,32548.9
CUST00000847,male,57,56-65,Jodhpur,Rajasthan,2023-10-05,Gold,3,29054.75
CUST00000848,male,39,36-45,Jaipur,Rajasthan,2023-12-11,Platinum,3,73058.2
CUST00000849,female,63,56-65,Coimbatore,"Tamil Nadu",2024-05-25,Silver,5,15410.87
CUST00000850,female,19,18-25,Nagpur,Maharashtra,2023-06-22,Platinum,8,116914.55
CUST00000851,male,51,46-55,Mumbai,Maharashtra,2023-11-29,Silver,4,14576.6
CUST00000852,male,27,26-35,"Delhi NCR",Delhi,2024-02-04,Platinum,4,390496.42
CUST00000853,female,37,36-45,Jaipur,Rajasthan,2023-10-06,Platinum,5,210564.15
CUST00000854,female,38,36-45,Rajkot,Gujarat,2023-12-16,Platinum,3,111299.54
CUST00000855,male,40,36-45,"New Delhi",Delhi,2023-07-25,Platinum,7,222241.4
CUST00000856,male,32,26-35,Madurai,"Tamil Nadu",2023-07-04,Platinum,6,286595.07
CUST00000857,female,21,18-25,Durgapur,"West Bengal",2024-02-15,Platinum,7,290729.83
CUST00000858,male,41,36-45,Patiala,Punjab,2024-04-26,Platinum,4,65988.89
CUST00000859,female,29,26-35,Agra,UP,2023-07-16,Platinum,4,244970.11
CUST00000860,male,19,18-25,Noida,UP,2024-03-16,Platinum,1,50252.76
CUST00000861,female,22,18-25,Nagpur,Maharashtra,2024-05-19,Gold,4,47144.28
CUST00000862,female,53,46-55,"Delhi NCR",Delhi,2023-08-02,Gold,5,44750.68
CUST00000863,female,26,26-35,Vadodara,Gujarat,2023-06-09,Platinum,7,83049.3
CUST00000864,male,30,26-35,Palwal,Haryana,2023-11-02,Platinum,7,195959.98
CUST00000865,female,28,26-35,Noida,UP,2024-01-18,Platinum,6,123894.6
CUST00000866,female,40,36-45,Varanasi,UP,2023-12-15,Platinum,2,82443.8
CUST00000867,male,35,26-35,Coimbatore,"Tamil Nadu",2024-04-16,Gold,3,30568.79
CUST00000868,female,55,46-55,Pune,Maharashtra,2023-10-04,Silver,3,3972.72
CUST00000869,male,39,36-45,Sohna,Haryana,2024-05-06,Gold,2,27645.14
CUST00000870,female,37,36-45,Panipat,Haryana,2023-12-03,Platinum,7,134820.58
CUST00000871,female,25,18-25,Ahmedabad,Gujarat,2024-02-26,Platinum,9,243609.83
CUST00000872,female,54,46-55,Noida,UP,2024-02-12,Platinum,7,113523.65
CUST00000873,male,46,46-55,"New Delhi",Delhi,2023-10-28,Gold,3,20505.79
CUST00000874,female,36,36-45,Surat,Gujarat,2023-08-26,Platinum,7,271392.19
CUST00000875,female,19,18-25,Kanpur,UP,2024-05-04,Platinum,7,147659.54
CUST00000876,male,49,46-55,Thane,Maharashtra,2024-01-02,Silver,4,15661.42
CUST00000877,female,29,26-35,Gurugram,Haryana,2023-07-12,Platinum,5,379731.99
CUST00000878,female,64,56-65,Jalandhar,Punjab,2024-02-12,Gold,5,45151.23
CUST00000879,male,19,18-25,Kanpur,UP,2024-01-19,Gold,9,27626.54
CUST00000880,female,23,18-25,Vadodara,Gujarat,2024-05-05,Platinum,4,151950.21
CUST00000881,female,19,18-25,"New Delhi",Delhi,2024-01-29,Platinum,7,221038.21
CUST00000882,male,18,18-25,Thane,Maharashtra,2024-05-01,Platinum,8,215788.38
CUST00000883,female,42,36-45,Sohna,Haryana,2023-12-08,Platinum,2,72601.46
CUST00000884,male,24,18-25,Mysore,Karnataka,2023-08-08,Platinum,6,250386.87
CUST00000885,male,54,46-55,Udaipur,Rajasthan,2023-10-17,Gold,4,43154.94
CUST00000886,female,40,36-45,Thane,Maharashtra,2023-12-13,Silver,4,3398.03
CUST00000887,male,22,18-25,Varanasi,UP,2024-02-07,Silver,4,12990.61
CUST00000888,male,19,18-25,Surat,Gujarat,2023-10-20,Gold,4,33862.5
CUST00000889,male,27,26-35,Mumbai,Maharashtra,2024-05-21,Platinum,5,240898.58
CUST00000890,male,33,26-35,Palwal,Haryana,2023-12-27,Platinum,2,127549.7
CUST00000891,female,19,18-25,Faridabad,Haryana,2024-02-04,Silver,2,3347.09
CUST00000892,female,25,18-25,Pune,Maharashtra,2024-05-16,Platinum,4,262941.76
CUST00000893,female,38,36-45,Agra,UP,2023-10-18,Gold,4,46614.47
CUST00000894,male,26,26-35,Nagpur,Maharashtra,2024-04-19,Platinum,7,135489.39
CUST00000895,male,28,26-35,Coimbatore,"Tamil Nadu",2023-06-18,Gold,3,43070.59
CUST00000896,male,45,36-45,Palwal,Haryana,2024-03-07,Platinum,3,101788.39
CUST00000897,female,48,46-55,Panipat,Haryana,2023-11-07,Platinum,5,90787.18
CUST00000898,female,25,18-25,Dwarka,Delhi,2024-04-15,Platinum,4,189654.68
CUST00000899,female,41,36-45,Amritsar,Punjab,2023-12-19,Platinum,6,83335.19
CUST00000900,female,24,18-25,Kota,Rajasthan,2023-11-08,Platinum,3,90841.7
CUST00000901,female,18,18-25,Mumbai,Maharashtra,2024-04-23,Gold,4,22418.32
CUST00000902,female,28,26-35,Palwal,Haryana,2024-02-16,Platinum,5,96840.26
CUST00000903,female,40,36-45,Patiala,Punjab,2024-05-17,Platinum,4,63982.06
CUST00000904,male,61,56-65,Agra,UP,2023-12-12,Platinum,6,60546.92
CUST00000905,female,26,26-35,Rajkot,Gujarat,2023-10-17,Platinum,5,261261.36
CUST00000906,male,29,26-35,Bangalore,Karnataka,2024-01-28,Gold,4,30932.37
CUST00000907,female,34,26-35,"Delhi NCR",Delhi,2023-11-17,Silver,1,453.96
CUST00000908,male,65,56-65,Rajkot,Gujarat,2024-02-20,Gold,3,32876.97
CUST00000909,male,41,36-45,Faridabad,Haryana,2023-06-13,Platinum,3,112497.57
CUST00000910,female,48,46-55,Kolkata,"West Bengal",2023-06-21,Silver,3,5315.83
CUST00000911,male,26,26-35,Varanasi,UP,2024-04-30,Platinum,6,88614.19
CUST00000912,male,43,36-45,Surat,Gujarat,2023-08-22,Silver,1,247.97
CUST00000913,female,19,18-25,Agra,UP,2023-12-13,Platinum,2,91603.4
CUST00000914,female,28,26-35,Bangalore,Karnataka,2024-05-05,Platinum,4,68500.09
CUST00000915,male,52,46-55,Howrah,"West Bengal",2023-11-15,Silver,6,17847.11
CUST00000916,female,22,18-25,Howrah,"West Bengal",2024-04-01,Platinum,4,121957.23
CUST00000917,female,39,36-45,Panipat,Haryana,2024-05-25,Platinum,6,219309.73
CUST00000918,female,59,56-65,Varanasi,UP,2024-01-09,Platinum,5,83819.23
CUST00000919,female,51,46-55,Kota,Rajasthan,2024-05-25,Silver,3,4609.56
CUST00000920,female,63,56-65,Jaipur,Rajasthan,2024-02-29,Gold,4,43974.73
CUST00000921,male,18,18-25,Pune,Maharashtra,2023-10-28,Platinum,5,71008.73
CUST00000922,female,61,56-65,Noida,UP,2024-03-27,Silver,3,3393.94
CUST00000923,male,37,36-45,Jodhpur,Rajasthan,2023-06-26,Platinum,4,101867.28
CUST00000924,male,74,65+,Sohna,Haryana,2023-07-14,Silver,7,10570.82
CUST00000925,female,65,56-65,Pune,Maharashtra,2023-06-19,Silver,2,908.16
